,date,id,author_id,text,like,n_rt,author,colours
5441,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5442,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5443,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5444,2021-12-19 16:21:35+00:00,1472603024602406915,133342361,"Quindi almeno sulla malattia grave, in questo momento il rapporto rischio-beneficio del #vaccino è notevolmente a favore di quest'ultimo.
Vero, è una realtà locale, ma pur sempre una realtà importante di cui tenere conto.
Non abbiate paura e fate la vostra parte.
#vaccinatevi",305,24,doctorgis84,#aaaacc
5445,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5446,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5447,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5448,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5449,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5450,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5451,2021-12-19 16:21:35+00:00,1472603024602406915,133342361,"Quindi almeno sulla malattia grave, in questo momento il rapporto rischio-beneficio del #vaccino è notevolmente a favore di quest'ultimo.
Vero, è una realtà locale, ma pur sempre una realtà importante di cui tenere conto.
Non abbiate paura e fate la vostra parte.
#vaccinatevi",305,24,doctorgis84,#aaaacc
5452,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5453,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5454,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5455,2021-12-19 16:21:35+00:00,1472603024602406915,133342361,"Quindi almeno sulla malattia grave, in questo momento il rapporto rischio-beneficio del #vaccino è notevolmente a favore di quest'ultimo.
Vero, è una realtà locale, ma pur sempre una realtà importante di cui tenere conto.
Non abbiate paura e fate la vostra parte.
#vaccinatevi",305,24,doctorgis84,#aaaacc
5456,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5457,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5458,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5459,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5460,2021-12-19 16:21:35+00:00,1472603024602406915,133342361,"Quindi almeno sulla malattia grave, in questo momento il rapporto rischio-beneficio del #vaccino è notevolmente a favore di quest'ultimo.
Vero, è una realtà locale, ma pur sempre una realtà importante di cui tenere conto.
Non abbiate paura e fate la vostra parte.
#vaccinatevi",305,24,doctorgis84,#aaaacc
5461,2021-12-19 16:21:35+00:00,1472603024602406915,133342361,"Quindi almeno sulla malattia grave, in questo momento il rapporto rischio-beneficio del #vaccino è notevolmente a favore di quest'ultimo.
Vero, è una realtà locale, ma pur sempre una realtà importante di cui tenere conto.
Non abbiate paura e fate la vostra parte.
#vaccinatevi",305,24,doctorgis84,#aaaacc
5462,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5463,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5464,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5465,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5466,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5467,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5468,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5469,2021-12-19 16:21:35+00:00,1472603024602406915,133342361,"Quindi almeno sulla malattia grave, in questo momento il rapporto rischio-beneficio del #vaccino è notevolmente a favore di quest'ultimo.
Vero, è una realtà locale, ma pur sempre una realtà importante di cui tenere conto.
Non abbiate paura e fate la vostra parte.
#vaccinatevi",305,24,doctorgis84,#aaaacc
5470,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5471,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5472,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5473,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5474,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5475,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5476,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5477,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5478,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5479,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5480,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5481,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5482,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5483,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5484,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5485,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5486,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5487,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5488,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5489,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5490,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5491,2021-12-19 20:38:11+00:00,1472667602052861955,4854451399,"A quelli del #tamponatevi_e_basta:
ANDATE TUTTI A FARVI FOTTERE
#vaccinatevi e basta",7,2,FrankoEinstein,#aaaacc
5492,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5493,2021-12-19 20:38:11+00:00,1472667602052861955,4854451399,"A quelli del #tamponatevi_e_basta:
ANDATE TUTTI A FARVI FOTTERE
#vaccinatevi e basta",7,2,FrankoEinstein,#aaaacc
5494,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
5495,2021-12-19 15:33:34+00:00,1472590942406336516,1087731393633939462,"Mio figlio ha avuto  il Covid..questa estate..il 17 agosto si trovava in Puglia
D'improvviso nn respirava
Fu portato in ospedale .
Mio figlio è ragazzo..che faceva palestra,nuoto..nn fuma nn beve..eppure a distanza di 4 mesi nn sta' ancora bene
Il tutto per dirvi #vaccinatevi ❤",2143,279,Sfrida2,#aaaacc
